#Coor		Free
-7.9	-395.5454805214123
-7.387096774193549	-395.5454805214123
-6.8741935483870975	-395.5454805214123
-6.361290322580645	-395.5454805214123
-5.848387096774194	-395.5454805214123
-5.335483870967742	-395.5454805214123
-4.82258064516129	-395.5454805214123
-4.309677419354839	-395.5454805214123
-3.796774193548387	-395.5454805214123
-3.2838709677419358	-395.5454805214123
-2.7709677419354843	-395.5454805214123
-2.258064516129032	-395.5454805214123
-1.7451612903225806	-395.5454805214123
-1.2322580645161292	-395.5454805214123
-0.7193548387096769	-395.5454805214123
-0.20645161290322545	-395.5454805214123
0.306451612903226	-395.5454805214123
0.8193548387096783	-395.5454805214123
1.3322580645161288	-395.5454805214123
1.8451612903225811	-395.5454805214123
2.3580645161290317	-395.5454805214123
2.870967741935484	-395.5454805214123
3.3838709677419363	-395.5454805214123
3.896774193548387	-395.5454805214123
4.409677419354839	-395.5454805214123
4.9225806451612915	-395.5454805214123
5.435483870967742	-395.5454805214123
5.948387096774194	-395.5454805214123
6.461290322580647	-395.5454805214123
6.974193548387097	-395.5454805214123
7.4870967741935495	-395.5454805214123
8.0	-395.5454805214123
-7.9	-395.54548052161084
-7.387096774193549	-395.54548052161084
-6.8741935483870975	-395.54548052161084
-6.361290322580645	-395.54548052161084
-5.848387096774194	-395.54548052161084
-5.335483870967742	-395.54548052161084
-4.82258064516129	-395.54548052161084
-4.309677419354839	-395.54548052161084
-3.796774193548387	-395.54548052161084
-3.2838709677419358	-395.54548052161084
-2.7709677419354843	-395.54548052161084
-2.258064516129032	-395.54548052161084
-1.7451612903225806	-395.54548052161084
-1.2322580645161292	-395.54548052161084
-0.7193548387096769	-395.54548052161084
-0.20645161290322545	-395.54548052161084
0.306451612903226	-395.54548052161084
0.8193548387096783	-395.54548052161084
1.3322580645161288	-395.54548052161084
1.8451612903225811	-395.54548052161084
2.3580645161290317	-395.54548052161084
2.870967741935484	-395.54548052161084
3.3838709677419363	-395.54548052161084
3.896774193548387	-395.54548052161084
4.409677419354839	-395.54548052161084
4.9225806451612915	-395.54548052161084
5.435483870967742	-395.54548052161084
5.948387096774194	-395.54548052161084
6.461290322580647	-395.54548052161084
6.974193548387097	-395.54548052161084
7.4870967741935495	-395.54548052161084
8.0	-395.54548052161084
